,customer_id,product_id,type,brand,category,shop_category,date
14707,1497008,294112,4,Innisfree,Sunscreen Cream,Beauty Makeup,2018-03-30
45440,724019,359984,1,Sumsung,Phone,Electronics,2018-03-11
157697,427652,202239,1,Vivo,Phone,Electronics,2018-02-20
165519,755879,346567,1,Other,Eye Shadow,Beauty Makeup,2018-03-02
57482,1256353,301891,1,Other,Phone,Electronics,2018-04-14
131675,104932,200812,1,Other,Milk,Food,2018-03-02
9164,1023589,328777,1,Other,Perfume,Beauty Makeup,2018-02-10
25070,1427726,289902,1,Other,Sunscreen Cream,Beauty Makeup,2018-02-03
100262,552567,77434,1,Lipton,Tea,Food,2018-02-07
174142,625781,157263,1,Apple,Tablet,Electronics,2018-02-19
146728,254465,240682,1,Sony,Digital Camera,Electronics,2018-03-12
79328,729245,353012,1,Other,Foundation Make-up,Beauty Makeup,2018-03-19
159591,1400128,97383,1,Apple,Phone,Electronics,2018-04-12
170230,251967,180725,1,Other,Coat,Clothes,2018-03-14
135226,388258,330347,1,Apple,Tablet,Electronics,2018-03-23
78446,568110,121741,1,HLA,Coat,Clothes,2018-04-13
129910,772270,350222,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-03-25
58467,1269727,164044,1,Kong,Cake,Food,2018-03-13
51526,438140,196532,1,HLA,Coat,Clothes,2018-03-29
32762,204791,258492,1,Apple,Phone,Electronics,2018-03-24
166509,1572047,25033,1,LukFook,Necklace,Jewellery Accessories,2018-03-26
20933,647260,315335,1,Apple,Phone,Electronics,2018-03-12
148969,1241786,169554,1,H&M,Coat,Clothes,2018-04-06
119254,587314,34308,1,Sumsung,Phone,Electronics,2018-02-03
162482,358574,175513,1,Sumsung,Phone,Electronics,2018-02-06
135988,223995,371897,1,Apple,Phone,Electronics,2018-03-25
131006,1260061,271247,1,Sumsung,Phone,Electronics,2018-03-15
126317,922277,348248,1,Olay,Foundation Make-up,Beauty Makeup,2018-04-12
94888,1274767,211002,2,Supor,Rice Cooker,Household Eletric Appliance,2018-02-23
129016,703169,78971,1,Microsoft,Xbox,Electronics,2018-03-19
142458,746969,324169,1,Other,Cookie,Food,2018-03-30
157647,722998,6267,1,Apple,Phone,Electronics,2018-02-03
165675,890617,280156,1,Other,Facial Essence,Beauty Makeup,2018-03-26
54643,1180516,123357,1,Lipton,Tea,Food,2018-03-14
84493,638934,343918,1,Other,Phone,Electronics,2018-02-20
148363,65792,224207,1,HLA,Coat,Clothes,2018-03-20
26036,310654,35532,1,Other,Candy,Food,2018-04-08
66973,36414,215892,1,Lenovo,Notebook,Electronics,2018-03-15
176200,368355,352219,1,ZARA,Coat,Clothes,2018-02-01
5681,1224230,340707,1,Other,Milk,Food,2018-02-25
119330,1489791,281779,1,Nestle,Coffee,Food,2018-02-04
32882,173550,88894,1,Sumsung,Phone,Electronics,2018-03-06
109023,678371,143320,1,Olay,Face Cream,Beauty Makeup,2018-03-20
29254,258542,217024,1,Apple,Phone,Electronics,2018-02-09
93960,309003,128565,5,Other,Coat,Clothes,2018-02-23
86519,1295112,282790,1,Apple,Tablet,Electronics,2018-04-10
12827,1470311,301999,1,Three Squirrels,Nut,Food,2018-03-08
53345,1570227,10182,1,Acer,Notebook,Electronics,2018-03-21
182198,18695,130444,1,Huawei,Tablet,Electronics,2018-02-27
57401,1217360,115838,1,Huawei,Phone,Electronics,2018-02-06
155705,697437,255710,1,Sumsung,Phone,Electronics,2018-02-02
75725,337881,224207,1,HLA,Coat,Clothes,2018-03-21
69291,1423743,294112,1,Innisfree,Sunscreen Cream,Beauty Makeup,2018-03-10
55432,1336186,219442,1,Danco,Cake,Food,2018-04-14
171441,789828,139488,1,Huawei,Phone,Electronics,2018-02-09
57549,963810,225949,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-31
27552,581417,16762,1,Other,Milk,Food,2018-03-23
124678,1324344,93140,1,Huawei,Phone,Electronics,2018-02-07
179646,1245071,203215,1,Lenovo,Notebook,Electronics,2018-02-04
127067,45159,252030,1,Other,Candy,Food,2018-03-20
122008,1217182,230196,1,Kisses,Chocolate,Food,2018-02-22
38122,492107,329088,1,Lipton,Tea,Food,2018-02-27
8066,510827,175702,1,Apple,Phone,Electronics,2018-04-14
109212,767978,7388,1,Other,Perfume,Beauty Makeup,2018-02-06
66430,676228,120423,1,Other,Facial Moisturizer,Beauty Makeup,2018-02-05
110765,1142237,99487,1,Huawei,Phone,Electronics,2018-02-18
106238,85938,33947,1,Lenovo,Notebook,Electronics,2018-02-02
107084,270146,141848,1,Other,Phone,Electronics,2018-04-11
85006,930893,37030,1,Kuka,Bed,Furniture,2018-02-18
179218,957072,309106,1,Apple,Tablet,Electronics,2018-02-07
151059,31370,258492,1,Apple,Phone,Electronics,2018-02-23
41921,537576,168340,1,Other,Coat,Clothes,2018-03-19
98262,915614,55143,3,Microsoft,Xbox,Electronics,2018-04-09
10321,1478108,348728,1,Nestle,Coffee,Food,2018-04-14
120145,1415998,250802,1,Huawei,Phone,Electronics,2018-02-06
85824,768740,274366,1,Sony,Digital Camera,Electronics,2018-04-13
107158,984259,165048,1,H&M,Coat,Clothes,2018-04-01
83202,198154,349606,1,Kuka,Bed,Furniture,2018-03-07
33035,568739,197016,1,Other,Cookie,Food,2018-02-23
116943,1231760,348987,1,Microsoft,Xbox,Electronics,2018-03-31
74635,439679,325785,4,Proya,Foundation Make-up,Beauty Makeup,2018-03-22
179262,1336846,175434,1,Acer,Notebook,Electronics,2018-02-09
56455,227057,181129,1,Olay,Face Cream,Beauty Makeup,2018-02-08
134940,289024,75386,1,Calbee,Oatmeal,Food,2018-02-04
9358,1188561,121215,1,Olay,Face Cream,Beauty Makeup,2018-03-24
108538,1029094,102146,1,Innisfree,Face Cream,Beauty Makeup,2018-03-03
23950,245605,377274,1,Huawei,Tablet,Electronics,2018-03-01
81282,653620,327573,1,Other,Cookie,Food,2018-03-12
109262,814064,12640,1,Quanyou,Bed,Furniture,2018-03-14
130161,622667,288955,1,Other,Foundation Make-up,Beauty Makeup,2018-03-23
22512,649372,216390,1,Lipton,Tea,Food,2018-02-23
4718,1166925,90431,1,H&M,Coat,Clothes,2018-02-13
123778,334948,373814,1,Ton Lion,Coat,Clothes,2018-04-14
169231,692034,144493,1,Apple,Phone,Electronics,2018-03-01
68214,1434363,63393,1,Huawei,Phone,Electronics,2018-04-13
77676,1508261,25652,1,Other,Candy,Food,2018-04-02
155196,1393153,189975,1,Lenovo,Notebook,Electronics,2018-02-02
105254,914236,275667,1,Microsoft,Xbox,Electronics,2018-04-02
61618,1226963,143702,1,Other,Candy,Food,2018-04-09
117640,774602,116794,1,ZARA,Coat,Clothes,2018-03-29
118182,1265739,143702,1,Other,Candy,Food,2018-02-06
82780,682733,149661,1,DELL,Notebook,Electronics,2018-03-03
12570,817917,185656,1,Other,Sweater,Clothes,2018-02-12
3016,443036,10337,1,Microsoft,Xbox,Electronics,2018-04-03
79524,917576,177357,1,Redmi,Phone,Electronics,2018-03-07
157897,658061,152092,1,Other,Candy,Food,2018-02-26
91585,71400,149763,2,Lipton,Tea,Food,2018-03-01
9033,1195480,103709,1,Huawei,Tablet,Electronics,2018-04-08
179628,277548,66547,1,Nikon,Digital Camera,Electronics,2018-03-04
156650,610814,113372,1,Chando,Facial Mask,Beauty Makeup,2018-03-07
164693,168501,140161,1,Other,Foundation Make-up,Beauty Makeup,2018-02-01
58991,1022962,275986,4,Haier,Television,Household Eletric Appliance,2018-03-04
121299,640800,14570,1,Apple,Tablet,Electronics,2018-02-06
113857,942714,121062,4,Lipton,Tea,Food,2018-02-25
71348,658701,103397,1,Other,Coat,Clothes,2018-03-21
50280,1274581,100461,1,Other,Face Cream,Beauty Makeup,2018-03-08
713,129175,21255,1,Apple,Phone,Electronics,2018-02-28
31547,306853,158022,1,Other,Coat,Clothes,2018-03-13
40527,1564205,295344,1,Apple,Phone,Electronics,2018-03-26
151108,1051692,2129,1,DELL,Notebook,Electronics,2018-04-07
92355,1445275,169916,3,Li-Ning,Basketball,Outdoor Sports,2018-04-13
138572,926214,148104,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-15
120407,799039,148711,1,Sumsung,Phone,Electronics,2018-02-13
148767,405301,250912,1,Other,Cookie,Food,2018-03-26
155738,1215029,301377,1,Huawei,Phone,Electronics,2018-03-19
99684,1093609,227052,1,Apple,Tablet,Electronics,2018-03-09
52540,1530356,191016,1,Huawei,Phone,Electronics,2018-02-14
94171,477385,308174,3,Kuka,Bed,Furniture,2018-04-11
158663,968629,73599,1,Other,Coat,Clothes,2018-03-19
89896,17356,6708,1,H&M,Coat,Clothes,2018-04-03
1688,187477,191016,1,Huawei,Phone,Electronics,2018-03-22
112246,1391065,301377,1,Huawei,Phone,Electronics,2018-04-01
175878,888650,30439,1,LEDIN,Coat,Clothes,2018-03-29
181335,657367,237991,1,Konka,Washing Machine,Household Eletric Appliance,2018-02-07
18327,1120098,316261,1,Sumsung,Phone,Electronics,2018-02-06
121437,546452,140064,1,Acer,Notebook,Electronics,2018-03-10
36676,410573,124755,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-15
159568,1410298,151875,1,PEACEBIRD,Coat,Clothes,2018-02-13
17030,433437,308261,1,Other,Facial Essence,Beauty Makeup,2018-02-26
60542,241636,228684,1,Apple,Phone,Electronics,2018-02-27
108689,521206,159760,1,Apple,Phone,Electronics,2018-03-15
169062,55273,203842,1,Apple,Phone,Electronics,2018-03-08
80368,921807,118607,1,H&M,Coat,Clothes,2018-02-17
96542,594002,150409,5,Chando,Lipstick,Beauty Makeup,2018-02-25
106572,241571,354344,1,Other,Coat,Clothes,2018-02-02
142942,1420075,271910,1,Vivo,Phone,Electronics,2018-02-06
38406,353901,316328,1,Other,Perfume,Beauty Makeup,2018-03-03
22964,1158509,298451,1,Other,Cookie,Food,2018-04-15
36640,894319,31137,1,Other,Facial Essence,Beauty Makeup,2018-02-01
36829,1082789,107872,1,Adidas,Sport Suit,Outdoor Sports,2018-03-07
108399,375924,4236,1,Other,Coat,Clothes,2018-03-16
97618,532222,152092,5,Other,Candy,Food,2018-02-11
129962,91363,132819,1,Other,Facial Essence,Beauty Makeup,2018-02-18
38762,60913,341932,1,Other,Candy,Food,2018-04-09
128310,201262,150157,1,LukFook,Necklace,Jewellery Accessories,2018-02-19
164770,921681,323237,1,Sumsung,Phone,Electronics,2018-02-06
156686,450468,368293,1,LEDIN,Coat,Clothes,2018-02-06
110671,822824,134019,1,Kuka,Sofa,Furniture,2018-03-02
74374,555354,197362,4,Chow Tai Fook,Necklace,Jewellery Accessories,2018-02-10
32453,1153140,226175,1,Li-Ning,Basketball,Outdoor Sports,2018-04-01
138486,1353256,27176,1,Other,Phone,Electronics,2018-04-11
29475,101595,209055,1,Other,Cookie,Food,2018-03-12
98467,674286,62619,3,Midea,Air Conditioner,Household Eletric Appliance,2018-04-09
88112,1108190,337049,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-08
128956,1303779,152649,1,Huawei,Phone,Electronics,2018-02-23
77413,1540340,130991,1,Huawei,Phone,Electronics,2018-03-10
131639,1407386,19643,1,Loreal,Face Cream,Beauty Makeup,2018-03-18
61688,500999,145447,1,Huawei,Phone,Electronics,2018-03-20
180134,778210,88609,1,Acer,Notebook,Electronics,2018-03-24
104703,1450391,337058,1,Supor,Rice Cooker,Household Eletric Appliance,2018-02-27
73212,783959,162273,1,Huawei,Phone,Electronics,2018-03-25
177712,64598,101413,1,Innisfree,Sunscreen Cream,Beauty Makeup,2018-04-03
131361,1097991,365726,1,Other,Coat,Clothes,2018-03-15
90631,1567055,373847,5,Other,Candy,Food,2018-03-29
66228,542413,31583,1,Huawei,Phone,Electronics,2018-04-03
54337,914681,60663,1,Huawei,Phone,Electronics,2018-02-21
26411,550010,340707,1,Other,Milk,Food,2018-02-11
15519,740012,375398,4,Kuka,Sofa,Furniture,2018-03-20
55686,203212,191644,1,Apple,Phone,Electronics,2018-02-09
55553,942710,248051,1,Huawei,Phone,Electronics,2018-02-10
61012,519283,357088,1,LEDIN,Coat,Clothes,2018-02-10
36118,547423,266928,1,Gree,Air Conditioner,Household Eletric Appliance,2018-03-04
80691,201672,332425,1,Apple,Phone,Electronics,2018-04-08
179285,1067011,36939,1,Nikon,Digital Camera,Electronics,2018-02-13
75061,1156578,278388,4,Chow Taiseng,Necklace,Jewellery Accessories,2018-04-03
74526,1449180,301576,4,Olay,Facial Essence,Beauty Makeup,2018-03-18
173153,1392517,240857,1,Huawei,Phone,Electronics,2018-04-07
142642,133247,148346,1,Olay,Face Cream,Beauty Makeup,2018-04-14
63508,973776,49678,1,Chando,Sunscreen Cream,Beauty Makeup,2018-03-06
146210,429208,310506,1,Apple,Phone,Electronics,2018-04-11
130445,1416215,370210,1,Loreal,Foundation Make-up,Beauty Makeup,2018-04-11
169524,190532,23426,1,Huawei,Phone,Electronics,2018-02-08
4575,681979,355095,1,Huawei,Phone,Electronics,2018-04-03
13765,92189,206121,4,Lipton,Tea,Food,2018-03-08
24235,1122144,209680,1,Apple,Phone,Electronics,2018-04-13
107996,1069171,119548,1,Other,Facial Essence,Beauty Makeup,2018-02-18
78060,754737,206659,1,Apple,Tablet,Electronics,2018-03-18
43275,405697,339554,1,HP,Notebook,Electronics,2018-03-26
62741,569077,227511,1,UNIQLO,Coat,Clothes,2018-02-07
103710,772586,256142,1,Apple,Tablet,Electronics,2018-02-26
105086,10279,324342,1,Huawei,Phone,Electronics,2018-04-08
161178,1219071,23426,1,Huawei,Phone,Electronics,2018-02-23
132826,77742,233813,1,Other,Foundation Make-up,Beauty Makeup,2018-02-26
4720,836592,256486,1,Apple,Phone,Electronics,2018-03-20
14400,1012924,90205,4,Other,Candy,Food,2018-02-22
178509,1137563,131000,1,Other,Phone,Electronics,2018-02-06
103269,1045309,214203,1,Other,Candy,Food,2018-04-03
603,730430,2900,1,Acer,Notebook,Electronics,2018-03-02
163239,1255799,254899,1,Lipton,Tea,Food,2018-02-04
172632,879338,243245,1,Huawei,Phone,Electronics,2018-02-26
74514,532900,75879,4,Lipton,Tea,Food,2018-03-18
143781,243917,76640,1,Vivo,Phone,Electronics,2018-03-18
125308,777293,19643,1,Loreal,Face Cream,Beauty Makeup,2018-03-18
91415,1377154,276057,5,Innisfree,Lipstick,Beauty Makeup,2018-04-09
69479,85962,264626,1,Other,Makerup Water,Beauty Makeup,2018-03-15
74255,237750,54829,4,Other,Coat,Clothes,2018-03-11
24727,368125,258598,1,Other,Facial Mask,Beauty Makeup,2018-02-03
31160,1330882,60006,1,Supor,Electric Kettle,Household Eletric Appliance,2018-03-25
44973,1033057,155289,1,Other,Phone,Electronics,2018-02-11
175893,416963,272298,1,Apple,Phone,Electronics,2018-03-18
148569,1598264,104377,1,Other,Coat,Clothes,2018-02-09
149615,1161571,148711,1,Sumsung,Phone,Electronics,2018-02-09
8785,403396,275429,1,Other,Coat,Clothes,2018-02-25
153899,1606585,209865,1,Baleno,Coat,Clothes,2018-03-15
75455,678629,312827,4,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-10
137234,339063,239327,1,Li-Ning,Football,Outdoor Sports,2018-03-09
143487,1326187,160371,1,Other,Coat,Clothes,2018-03-23
132603,37593,256227,1,Sony,Digital Camera,Electronics,2018-04-13
110961,532871,81303,1,Apple,Tablet,Electronics,2018-03-18
50423,441806,361897,1,Jeans West,Jeans,Clothes,2018-02-06
94934,354868,244290,2,Vivo,Phone,Electronics,2018-04-12
25176,949380,242030,1,Haier,Refrigerator,Household Eletric Appliance,2018-03-17
51140,804846,185236,1,Olay,Facial Essence,Beauty Makeup,2018-03-01
5133,749839,186880,1,Adidas,Sport Suit,Outdoor Sports,2018-02-28
141145,281680,57629,1,Other,Phone,Electronics,2018-03-14
163011,284538,284958,1,Huawei,Phone,Electronics,2018-02-08
36189,308688,374293,1,illuma,Milk Power,Mother and Infant,2018-03-23
168176,1376149,186223,1,Lipton,Tea,Food,2018-02-17
1198,626913,3268,1,Lipton,Tea,Food,2018-02-08
111195,264305,303739,1,Huawei,Phone,Electronics,2018-02-19
97051,1551506,298319,5,Lancome,Sunscreen Cream,Beauty Makeup,2018-02-09
108925,1296174,60237,1,Apple,Phone,Electronics,2018-02-05
148826,1170876,107331,1,Olay,Sunscreen Cream,Beauty Makeup,2018-02-03
12453,719846,93098,1,Other,Cookie,Food,2018-04-07
17669,1006817,80138,1,Other,Coat,Clothes,2018-03-12
130264,287867,283438,1,Other,Milk,Food,2018-03-12
99689,1092684,258932,1,Haier,Television,Household Eletric Appliance,2018-04-08
104923,1111872,289549,1,Lipton,Tea,Food,2018-03-14
10736,378283,358505,1,Other,Coat,Clothes,2018-02-20
77115,296005,284014,1,LEDIN,Coat,Clothes,2018-03-21
53880,129399,135399,1,Nestle,Coffee,Food,2018-03-31
21462,903397,67858,1,LEDIN,Coat,Clothes,2018-03-31
145756,1222294,99450,1,Midea,Washing Machine,Household Eletric Appliance,2018-04-04
181866,1389515,53849,1,Sumsung,Phone,Electronics,2018-02-03
171048,1237486,19509,1,Other,Coat,Clothes,2018-03-03
60117,615585,1343,4,Other,Candy,Food,2018-03-01
164706,674474,60584,1,Huawei,Phone,Electronics,2018-03-24
85418,1494284,194872,1,Olay,Eye Shadow,Beauty Makeup,2018-02-10
126479,968190,139488,1,Huawei,Phone,Electronics,2018-02-23
113339,1545811,191705,4,UNIQLO,Coat,Clothes,2018-02-07
122603,233137,97570,1,Other,Coat,Clothes,2018-03-05
180481,947381,106793,1,ERKE,Running Shoes,Outdoor Sports,2018-02-02
52447,1207654,182636,1,Huawei,Phone,Electronics,2018-03-31
51011,151260,356038,1,DELL,Notebook,Electronics,2018-03-24
47143,200633,195588,1,Other,Coat,Clothes,2018-03-09
25101,435823,6724,1,Apple,Phone,Electronics,2018-02-27
164,553315,126121,1,Supor,Rice Cooker,Household Eletric Appliance,2018-04-06
153036,1268139,37875,1,Other,Coat,Clothes,2018-02-13
183481,191510,172391,1,Huawei,Phone,Electronics,2018-03-06
37671,950022,20746,1,Apple,Phone,Electronics,2018-03-20
72496,787244,266920,1,Li-Ning,Badminton,Outdoor Sports,2018-04-07
127593,330839,3427,1,Apple,Phone,Electronics,2018-02-19
49084,745513,104623,1,Lenovo,Notebook,Electronics,2018-04-09
53946,334320,1139,1,Apple,Phone,Electronics,2018-04-07
130848,1510873,313668,1,BE&CHERRY,Nut,Food,2018-04-01
36708,1572143,52241,1,Quaker,Oatmeal,Food,2018-02-26
110387,9348,304595,1,Apple,Phone,Electronics,2018-03-15
90561,1356406,322820,3,PEACEBIRD,Coat,Clothes,2018-04-14
79080,995150,344152,1,Lancome,Sunscreen Cream,Beauty Makeup,2018-03-17
17696,36304,100777,1,Other,Candy,Food,2018-04-11
54599,342747,303226,1,Ton Lion,Coat,Clothes,2018-02-03
136576,316939,111166,1,H&M,Coat,Clothes,2018-02-16
110780,13020,90920,1,Konka,Refrigerator,Household Eletric Appliance,2018-02-25
49374,828632,26194,1,Other,Coat,Clothes,2018-03-08
78800,660137,36939,1,Nikon,Digital Camera,Electronics,2018-02-01
170747,418796,119662,1,Other,Other,Clothes,2018-02-09
71927,1581969,367878,1,Acer,Notebook,Electronics,2018-03-03
132010,469442,266411,1,Sony,Digital Camera,Electronics,2018-03-09
88046,771111,159059,1,Redmi,Phone,Electronics,2018-03-29
119124,409922,322812,1,OPPO,Phone,Electronics,2018-03-31
110372,855758,83032,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-20
116837,113603,249902,1,Other,Coat,Clothes,2018-03-07
108793,1055693,252283,1,Other,Foundation Make-up,Beauty Makeup,2018-03-12
75458,298989,261209,4,Joyoung,Induction Cooker,Household Eletric Appliance,2018-03-10
141612,23475,177973,1,Microsoft,Xbox,Electronics,2018-03-23
179663,1528154,136477,1,Huawei,Phone,Electronics,2018-03-06
172311,742002,323065,1,Opple,Light,Furniture,2018-02-13
183323,261481,131417,1,HP,Notebook,Electronics,2018-03-23
178510,1402386,39152,1,Other,Candy,Food,2018-03-03
89834,968013,284327,1,Apple,Phone,Electronics,2018-02-22
31338,636601,109108,1,Estee Lauder,Makerup Water,Beauty Makeup,2018-03-26
118466,1594235,132958,1,Redmi,Phone,Electronics,2018-02-22
170950,857267,101883,1,Apple,Phone,Electronics,2018-02-26
34174,974096,113174,1,Lenovo,Notebook,Electronics,2018-02-10
25086,1417750,334877,1,Apple,Phone,Electronics,2018-03-01
97293,1349952,369397,5,Microsoft,Xbox,Electronics,2018-02-12
71588,377222,322715,1,Apple,Phone,Electronics,2018-04-13
177254,1523357,113234,1,Other,Coat,Clothes,2018-04-03
55618,1027942,247205,1,Other,T Shirt,Clothes,2018-02-09
149024,1559387,102058,1,Playboy,Coat,Clothes,2018-02-09
122534,589601,333544,1,OPPO,Phone,Electronics,2018-03-16
176542,748413,51737,1,Estee Lauder,Facial Moisturizer,Beauty Makeup,2018-04-13
158801,1018670,44888,1,Kuka,Bed,Furniture,2018-03-09
74829,626261,275575,4,H&M,Coat,Clothes,2018-02-25
87426,706287,307507,1,UNIQLO,Coat,Clothes,2018-02-08
27534,843443,6238,1,Apple,Phone,Electronics,2018-02-20
51836,1419622,154086,1,Sony,Digital Camera,Electronics,2018-03-10
175684,619172,93899,1,Apple,Phone,Electronics,2018-03-23
164010,677004,373482,1,Konka,Washing Machine,Household Eletric Appliance,2018-02-09
31965,653493,159153,1,Lipton,Tea,Food,2018-03-04
48238,448400,133204,1,Lenovo,Notebook,Electronics,2018-03-21
64941,3471,320213,1,HP,Notebook,Electronics,2018-04-15
129697,1485277,96919,1,Other,Coat,Clothes,2018-02-07
158628,979612,102754,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-04-06
112353,1378552,359356,1,Sumsung,Phone,Electronics,2018-03-15
100692,680105,225421,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-04-09
37518,701396,14762,1,Olay,Face Cream,Beauty Makeup,2018-03-03
36154,426607,62801,1,Loreal,Face Cream,Beauty Makeup,2018-04-01
133177,1118322,127370,1,Apple,Phone,Electronics,2018-03-30
27816,1002658,2129,1,DELL,Notebook,Electronics,2018-04-07
168088,164891,301759,1,Other,Perfume,Beauty Makeup,2018-02-11
28689,1603819,184372,1,Microsoft,Xbox,Electronics,2018-03-14
32742,1497914,176662,1,Huawei,Phone,Electronics,2018-03-24
165896,1593594,163883,1,Other,Phone,Electronics,2018-02-13
112628,118349,256245,4,Other,Milk,Food,2018-02-11
2713,11931,323237,1,Sumsung,Phone,Electronics,2018-02-24
107357,1045944,81663,1,UNIQLO,Coat,Clothes,2018-02-21
122002,318426,174722,1,Apple,Phone,Electronics,2018-03-21
69266,280065,81613,1,illuma,Milk Power,Mother and Infant,2018-02-28
122971,820678,104908,1,Lipton,Tea,Food,2018-02-05
23127,95349,72695,1,LukFook,Necklace,Jewellery Accessories,2018-03-30
146232,684468,146319,1,Midea,Rice Cooker,Household Eletric Appliance,2018-02-27
93132,345221,17895,2,Other,Phone,Electronics,2018-03-06
37778,995834,89396,1,Midea,Rice Cooker,Household Eletric Appliance,2018-02-13
150415,1410291,233176,1,Apple,Tablet,Electronics,2018-03-03
46624,1265200,187033,1,Apple,Phone,Electronics,2018-02-02
107397,1359438,311069,1,Huawei,Phone,Electronics,2018-04-05
106591,1451124,165847,1,Other,Coat,Clothes,2018-02-01
121794,59353,97441,1,Other,Coat,Clothes,2018-02-04
90188,228423,217024,5,Apple,Phone,Electronics,2018-04-02
149425,936190,93536,1,DELL,Notebook,Electronics,2018-03-25
108817,646525,83673,1,Sumsung,Phone,Electronics,2018-03-13
57411,581297,308381,1,Vivo,Phone,Electronics,2018-02-01
30544,215862,223840,4,Olay,Face Cream,Beauty Makeup,2018-03-24
18178,1573872,232449,1,Apple,Tablet,Electronics,2018-02-09
172505,117339,253890,1,Estee Lauder,Lipstick,Beauty Makeup,2018-03-18
11937,1147531,24542,1,illuma,Milk Power,Mother and Infant,2018-03-25
93916,1189983,135995,5,Gree,Air Conditioner,Household Eletric Appliance,2018-02-18
79620,1368292,210057,1,Other,Coat,Clothes,2018-02-04
166256,418945,144352,1,Sony,Digital Camera,Electronics,2018-02-26
154914,1314676,183327,1,Sony,Digital Camera,Electronics,2018-03-03
90459,857792,172867,5,Olay,Facial Essence,Beauty Makeup,2018-04-10
126066,616612,182113,1,LEDIN,Coat,Clothes,2018-03-20
85765,473573,352230,1,Ton Lion,Coat,Clothes,2018-03-19
42014,1600814,171782,1,Sumsung,Phone,Electronics,2018-02-22
3442,964082,41305,1,Opple,Light,Furniture,2018-04-05
148721,843095,194293,1,Other,Coat,Clothes,2018-02-19
139659,867000,57086,1,Innisfree,Eye Shadow,Beauty Makeup,2018-02-28
121886,1510254,239067,1,Apple,Tablet,Electronics,2018-02-02
127577,1114690,360732,1,Nikon,Digital Camera,Electronics,2018-02-01
181261,1065083,337078,1,Lenovo,Notebook,Electronics,2018-02-28
155085,1037144,360732,1,Nikon,Digital Camera,Electronics,2018-03-25
80402,1450269,128397,1,H&M,Coat,Clothes,2018-02-17
87621,518564,23732,1,Olay,Face Cream,Beauty Makeup,2018-03-17
123562,902781,250399,1,Redmi,Phone,Electronics,2018-02-01
90323,815033,258625,2,HLA,Coat,Clothes,2018-03-03
99302,617706,240771,1,Other,Facial Essence,Beauty Makeup,2018-02-25
106921,1061974,87957,1,HP,Notebook,Electronics,2018-02-09
18041,375133,287758,1,Other,Milk,Food,2018-03-12
15616,903806,306358,4,Chando,Face Cream,Beauty Makeup,2018-03-24
110313,176139,290672,1,Huawei,Phone,Electronics,2018-03-25
43350,1335851,121847,1,Other,Cookie,Food,2018-02-03
9815,1135328,85976,1,HLA,Coat,Clothes,2018-03-25
123531,393036,360925,1,Huawei,Phone,Electronics,2018-02-27
36626,777760,293358,1,Kuka,Sofa,Furniture,2018-03-14
56082,611822,58046,1,LEDIN,Coat,Clothes,2018-02-08
183036,372752,311109,1,Sony,Digital Camera,Electronics,2018-04-04
42965,1497822,14787,1,Apple,Phone,Electronics,2018-04-01
127994,593359,277957,1,Other,Coat,Clothes,2018-02-17
153992,322424,26624,1,Microsoft,Xbox,Electronics,2018-03-15
49281,227810,121611,1,Microsoft,Xbox,Electronics,2018-02-24
86614,1564998,191973,1,Midea,Refrigerator,Household Eletric Appliance,2018-03-21
19969,267046,324510,1,Other,Cookie,Food,2018-04-05
132350,1066267,150404,1,LukFook,Necklace,Jewellery Accessories,2018-02-20
157822,1070058,323283,1,Acer,Notebook,Electronics,2018-02-21
177192,768761,358314,1,Acer,Notebook,Electronics,2018-03-12
89136,1149530,218305,1,Innisfree,Perfume,Beauty Makeup,2018-03-16
114824,1256812,77313,4,Chando ,Facial Essence,Beauty Makeup,2018-03-19
119361,1514244,154086,1,Sony,Digital Camera,Electronics,2018-03-22
62049,250068,253878,1,Other,Coat,Clothes,2018-02-23
104709,287046,23732,1,Olay,Face Cream,Beauty Makeup,2018-02-22
115801,249786,367289,1,ZARA,Coat,Clothes,2018-04-06
81498,904291,61887,1,Apple,Phone,Electronics,2018-04-10
147752,16951,57925,1,ZARA,Coat,Clothes,2018-03-24
157232,78185,227836,1,Other,Coat,Clothes,2018-04-02
154768,1383448,134834,1,Lancome,Lipstick,Beauty Makeup,2018-02-07
85728,1495491,115367,1,Nikon,Digital Camera,Electronics,2018-02-03
24794,769309,304569,1,DELL,Notebook,Electronics,2018-02-05
104381,961284,154086,1,Sony,Digital Camera,Electronics,2018-02-08
175056,1351061,182778,1,OPPO,Phone,Electronics,2018-02-13
31301,803799,196647,1,Other,Coat,Clothes,2018-02-05
86545,880531,316261,1,Sumsung,Phone,Electronics,2018-03-18
11049,1165349,157222,1,Huawei,Phone,Electronics,2018-03-10
14844,1129955,103972,4,Other,Candy,Food,2018-04-03
