,customer_id,time_browse,time_Order,cate_most_browse,cate_most_Follow,cate_most_SavedCart,cate_most_Order,month_buy,month_Cart,month_active,week_buy,week_Cart,week_active,last_browse,last_SavedCart,last_Order,interval_buy,browse_not_buy,cart_not_buy,buy_again
1961,1091880,"中午,下午",,Basketball,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
1962,848918,晚上,,Tea,,,,,,1.0,,,1.0,16.0,,,,是,是,未购买
1963,300167,晚上,,Necklace,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
1964,944321,晚上,,Bed,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
1965,1594551,晚上,,Air Conditioner,,,,,,,,,,56.0,,,,是,是,未购买
1966,1201499,凌晨,,Notebook,,,,,,,,,,32.0,,,,是,是,未购买
1967,172012,下午,,Phone,,,,,,,,,,36.0,,,,是,是,未购买
1968,704541,晚上,,Phone,,,,,,,,,,72.0,,,,是,是,未购买
1969,309261,凌晨,,Phone,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
1970,1514987,晚上,,Notebook,,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
1971,687947,晚上,,Face Cream,,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
1972,992605,中午,,Coat,,,,,,,,,,37.0,,,,是,是,未购买
1973,442481,上午,,Washing Machine,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
1974,162739,下午,,Tablet,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
1975,875638,上午,,Coat,,,,,,,,,,41.0,,,,是,是,未购买
1976,189810,晚上,,Phone,,,,,,1.0,,,1.0,1.0,,,,是,是,未购买
1977,456469,下午,,Cookie,,,,,,,,,,49.0,,,,是,是,未购买
1978,746514,下午,,Notebook,,,,,,,,,,58.0,,,,是,是,未购买
1979,585619,下午,,Phone,,,,,,1.0,,,1.0,8.0,,,,是,是,未购买
1980,770006,晚上,,Notebook,,,,,,,,,,61.0,,,,是,是,未购买
1981,1187645,晚上,,Phone,,,,,,,,,,67.0,,,,是,是,未购买
1982,1412305,晚上,,Coat,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
1983,1185190,,,,,Phone,,,1.0,1.0,,1.0,1.0,,6.0,,,否,否,未购买
1984,695450,上午,,Coat,,,,,,,,,,64.0,,,,是,是,未购买
1985,604904,晚上,,Badminton,,,,,,,,,,41.0,,,,是,是,未购买
1986,1395475,上午,,Induction Cooker,,,,,,,,,,46.0,,,,是,是,未购买
1987,104898,上午,,Phone,,,,,,1.0,,,1.0,28.0,,,,是,是,未购买
1988,1103750,晚上,,Phone,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
1989,1005610,晚上,,Coat,,,,,,,,,,71.0,,,,是,是,未购买
1990,1598654,晚上,,Coat,,,,,,1.0,,,1.0,8.0,,,,是,是,未购买
1991,928531,"上午,中午,下午",,Coat,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
1992,16276,中午,,Phone,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
1993,623767,晚上,,Phone,,,,,,1.0,,,1.0,5.0,,,,是,是,未购买
1994,749465,,,,Notebook,,,,,,,,,,,,,否,否,未购买
1995,1248301,上午,,Basketball,,,,,,,,,,44.0,,,,是,是,未购买
1996,923659,凌晨,,Jeans,,,,,,,,,,65.0,,,,是,是,未购买
1997,692049,下午,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
1998,353860,晚上,,Phone,,,,,,,,,,70.0,,,,是,是,未购买
1999,88796,,晚上,,,,Tea,1.0,,1.0,,,1.0,,,12.0,,否,否,否
2000,19795,中午,,Notebook,,,,,,,,,,72.0,,,,是,是,未购买
2001,1286128,,,,,Sofa,,,1.0,1.0,,1.0,1.0,,5.0,,,否,否,未购买
2002,732538,晚上,,Phone,,,,,,1.0,,,1.0,22.0,,,,是,是,未购买
2003,814956,晚上,,Digital Camera,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
2004,493997,晚上,,Coat,,,,,,,,,,67.0,,,,是,是,未购买
2005,1309757,下午,,Tablet,,,,,,1.0,,,1.0,13.0,,,,是,是,未购买
2006,1503744,上午,,Ring,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
2007,171892,中午,,Potatio Chips,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2008,958341,上午,,Phone,,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
2009,1562464,上午,,Phone,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
2010,1415863,"凌晨,晚上",,"Coat,Xbox",,,,,,2.0,,,2.0,11.0,,,,是,是,未购买
2011,1039436,下午,中午,Coat,,,Coat,1.0,,2.0,,,2.0,26.0,,16.0,,是,是,否
2012,506573,下午,,Facial Mask,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
2013,1282389,上午,,Tea,,,,,,1.0,,,1.0,8.0,,,,是,是,未购买
2014,193877,上午,,Phone,,,,,,,,,,65.0,,,,是,是,未购买
2015,89977,晚上,,Eye Shadow,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
2016,1410339,中午,,Phone,,,,,,,,,,37.0,,,,是,是,未购买
2017,568041,中午,,"Sofa,Tablet",,,,,,1.0,,,1.0,1.0,,,,是,是,未购买
2018,20860,晚上,,Notebook,,,,,,1.0,,,1.0,7.0,,,,是,是,未购买
2019,1230226,中午,,Tea,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
2020,557896,下午,,Phone,,,,,,,,,,67.0,,,,是,是,未购买
2021,1061161,下午,,Lipstick,,,,,,,,,,54.0,,,,是,是,未购买
2022,70985,凌晨,,Phone,,,,,,,,,,37.0,,,,是,是,未购买
2023,1114360,晚上,,Perfume,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2024,1592265,下午,,Bracelet,,,,,,,,,,73.0,,,,是,是,未购买
2025,893440,晚上,,Digital Camera,,,,,,,,,,32.0,,,,是,是,未购买
2026,815959,下午,,"Coat,Phone",,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2027,1376031,晚上,,Tablet,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
2028,1378101,中午,,Digital Camera,,,,,,,,,,69.0,,,,是,是,未购买
2029,1497524,"下午,晚上",,Phone,,,,,,2.0,,,2.0,22.0,,,,是,是,未购买
2030,1596840,下午,,Digital Camera,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2031,1332410,中午,,Coat,,,,,,1.0,,,1.0,21.0,,,,是,是,未购买
2032,143875,"上午,晚上",,"Coat,Phone",,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
2033,697973,晚上,,Coat,,,,,,2.0,,,2.0,26.0,,,,是,是,未购买
2034,1234255,上午,,Coat,,,,,,,,,,36.0,,,,是,是,未购买
2035,1465198,下午,,Basketball Shoes,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
2036,213808,凌晨,,Bed,,,,,,1.0,,,1.0,5.0,,,,是,是,未购买
2037,824362,,,,,,,,,,,,,,,,,否,否,未购买
2038,1406001,晚上,,Phone,,,,,,,,,,66.0,,,,是,是,未购买
2039,1102179,晚上,,Tablet,,,,,,1.0,,,1.0,10.0,,,,是,是,未购买
2040,322256,下午,,Coat,,,,,,,,,,41.0,,,,是,是,未购买
2041,1014130,下午,,Coat,,,,,,2.0,,,2.0,23.0,,,,是,是,未购买
2042,557763,,,,,,,,,,,,,,,,,否,否,未购买
2043,1213951,晚上,,Refrigerator,,,,,,,,,,31.0,,,,是,是,未购买
2044,799975,晚上,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
2045,921408,晚上,,Jeans,,,,,,,,,,62.0,,,,是,是,未购买
2046,1422975,晚上,,Facial Moisturizer,,,,,,,,,,47.0,,,,是,是,未购买
2047,835217,下午,,Notebook,,,,,,,,,,53.0,,,,是,是,未购买
2048,635475,,,,Cookie,,,,,,,,,,,,,否,否,未购买
2049,904249,下午,,Phone,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2050,821739,下午,,Sunscreen Cream,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2051,1480841,晚上,,Foundation Make-up,,,,,,,,,,31.0,,,,是,是,未购买
2052,750443,晚上,,Chocolate,,,,,,,,,,33.0,,,,是,是,未购买
2053,420358,"上午,中午",,"Coat,Phone",,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
2054,420088,上午,,Notebook,,,,,,,,,,43.0,,,,是,是,未购买
2055,341033,"上午,中午",,Perfume,,,,,,2.0,,,2.0,9.0,,,,是,是,未购买
2056,707920,凌晨,,Phone,,,,,,,,,,39.0,,,,是,是,未购买
2057,968905,,凌晨,,,,Perfume,,,,,,,,,43.0,,否,否,否
2058,1350436,下午,,Perfume,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
2059,1451289,中午,,Xbox,,,,,,,,,,67.0,,,,是,是,未购买
2060,648957,凌晨,,Perfume,,,,,,1.0,,,1.0,11.0,,,,是,是,未购买
2061,1561413,上午,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
2062,1065331,下午,,Face Cream,,,,,,,,,,38.0,,,,是,是,未购买
2063,440868,上午,,Jeans,,,,,,,,,,65.0,,,,是,是,未购买
2064,1565526,下午,,Necklace,,,,,,1.0,,,1.0,22.0,,,,是,是,未购买
2065,1011695,下午,,Phone,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2066,140294,中午,,Necklace,,,,,,1.0,,,1.0,2.0,,,,是,是,未购买
2067,1352335,"上午,晚上",,Potatio Chips,,,,,,,,,,57.0,,,,是,是,未购买
2068,581380,凌晨,,Candy,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
2069,1248204,上午,,Phone,,,,,,,,,,42.0,,,,是,是,未购买
2070,472633,中午,,Coat,,,,,,2.0,,,2.0,1.0,,,,是,是,未购买
2071,1480396,下午,,"Coat,Phone",,,,,,2.0,,,2.0,3.0,,,,是,是,未购买
2072,392676,晚上,,"Facial Moisturizer,Foundation Make-up,Phone",,,,,,1.0,,,1.0,7.0,,,,是,是,未购买
2073,1247725,"凌晨,上午,中午,晚上",,Digital Camera,,,,,,,,,,51.0,,,,是,是,未购买
2074,1183357,晚上,,Phone,,,,,,,,,,32.0,,,,是,是,未购买
2075,1182252,,晚上,,,,Candy,1.0,,1.0,,,1.0,,,11.0,,否,否,否
2076,965159,下午,,Face Cream,,,,,,,,,,37.0,,,,是,是,未购买
2077,1014170,晚上,,Makerup Water,,,,,,,,,,41.0,,,,是,是,未购买
2078,1507967,中午,,Coat,,,,,,,,,,34.0,,,,是,是,未购买
2079,110542,上午,,Coat,,,,,,,,,,69.0,,,,是,是,未购买
2080,973574,晚上,,Eye Shadow,,,,,,,,,,52.0,,,,是,是,未购买
2081,1311052,晚上,,Perfume,,,,,,,,,,50.0,,,,是,是,未购买
2082,386285,晚上,,Phone,,,,,,1.0,,,1.0,11.0,,,,是,是,未购买
2083,963142,"下午,晚上",,Phone,,,,,,1.0,,,1.0,0.0,,,,是,是,未购买
2084,1559496,中午,,Tea,,,,,,1.0,,,1.0,0.0,,,,是,是,未购买
2085,821625,凌晨,,Coat,,,,,,,,,,60.0,,,,是,是,未购买
2086,441269,中午,,Refrigerator,,,,,,,,,,69.0,,,,是,是,未购买
2087,592366,"凌晨,下午,晚上",,"Cookie,Potatio Chips,Tea",,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
2088,1183105,凌晨,,Coffee,,,,,,1.0,,,1.0,21.0,,,,是,是,未购买
2089,367939,中午,,Xbox,,,,,,,,,,68.0,,,,是,是,未购买
2090,1416333,晚上,,Phone,,,,,,,,,,47.0,,,,是,是,未购买
2091,433045,凌晨,,Phone,,,,,,,,,,32.0,,,,是,是,未购买
2092,115063,晚上,,Coat,,,,,,4.0,,,4.0,10.0,,,,是,是,未购买
2093,757761,中午,,Cookie,,,,,,1.0,,,1.0,4.0,,,,是,是,未购买
2094,1358768,下午,,Candy,,,,,,,,,,39.0,,,,是,是,未购买
2095,536358,晚上,,Phone,,,,,,,,,,48.0,,,,是,是,未购买
2096,774610,晚上,,Phone,,,,,,1.0,,,1.0,12.0,,,,是,是,未购买
2097,1298059,"上午,下午",,Coat,,,,,,9.0,,,9.0,1.0,,,,是,是,未购买
2098,1358904,下午,,Coat,,,,,,,,,,57.0,,,,是,是,未购买
2099,1247337,下午,,Coat,,,,,,,,,,44.0,,,,是,是,未购买
2100,1293536,下午,,Phone,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2101,1073003,中午,,Milk,,,,,,1.0,,,1.0,4.0,,,,是,是,未购买
2102,814871,下午,,Phone,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
2103,947897,上午,,Eye Shadow,,,,,,,,,,42.0,,,,是,是,未购买
2104,210561,下午,,"Digital Camera,Jeans,Phone",,,,,,,,,,36.0,,,,是,是,未购买
2105,1263475,下午,,Phone,,,,,,,,,,66.0,,,,是,是,未购买
2106,856529,晚上,,Notebook,,,,,,,,,,65.0,,,,是,是,未购买
2107,734411,"凌晨,中午",,"Coat,Phone",,,,,,,,,,36.0,,,,是,是,未购买
2108,436383,晚上,,Xbox,,,,,,,,,,43.0,,,,是,是,未购买
2109,503824,下午,,Television,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
2110,987431,晚上,,Face Cream,,,,,,1.0,,,1.0,28.0,,,,是,是,未购买
2111,74733,中午,,Notebook,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2112,424147,上午,,Tea,,,,,,1.0,,,1.0,16.0,,,,是,是,未购买
2113,1519324,中午,,Phone,,,,,,,,,,48.0,,,,是,是,未购买
2114,652014,上午,,Coat,,,,,,5.0,,,5.0,0.0,,,,是,是,未购买
2115,368176,晚上,,Coat,,,,,,,,,,64.0,,,,是,是,未购买
2116,1213641,上午,,Phone,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2117,92814,晚上,,Coat,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2118,839844,下午,,Xbox,,,,,,,,,,47.0,,,,是,是,未购买
2119,1536099,晚上,,Facial Essence,,,,,,,,,,48.0,,,,是,是,未购买
2120,795256,晚上,,Coat,,,,,,6.0,,,6.0,7.0,,,,是,是,未购买
2121,1188248,上午,,Phone,,,,,,,,,,45.0,,,,是,是,未购买
2122,334828,上午,,Cookie,,,,,,,,,,32.0,,,,是,是,未购买
2123,672088,晚上,,Facial Moisturizer,,,,,,,,,,48.0,,,,是,是,未购买
2124,750946,中午,,Coat,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
2125,826329,晚上,,Coat,,,,,,,,,,65.0,,,,是,是,未购买
2126,729451,中午,,Tablet,,,,,,,,,,50.0,,,,是,是,未购买
2127,123018,中午,,Badminton,,,,,,,,,,45.0,,,,是,是,未购买
2128,821900,晚上,,Facial Essence,,,,,,,,,,33.0,,,,是,是,未购买
2129,214916,中午,,Coat,,,,,,,,,,58.0,,,,是,是,未购买
2130,57043,晚上,,Phone,,,,,,,,,,33.0,,,,是,是,未购买
2131,1598814,中午,,Candy,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
2132,1331176,上午,,Facial Moisturizer,,,,,,,,,,51.0,,,,是,是,未购买
2133,371906,晚上,,Phone,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2134,394420,下午,,Coat,,,,,,,,,,62.0,,,,是,是,未购买
2135,584723,下午,,Phone,,,,,,,,,,70.0,,,,是,是,未购买
2136,309989,"上午,晚上",,"Candy,Coat",,,,,,,,,,63.0,,,,是,是,未购买
2137,316663,"中午,晚上",,"Foundation Make-up,Light",,,,,,,,,,67.0,,,,是,是,未购买
2138,89674,晚上,,Coat,,,,,,1.0,,,1.0,0.0,,,,是,是,未购买
2139,1443837,,,,,,,,,1.0,,,1.0,,,,,否,否,未购买
2140,75785,,中午,,,,Tea,,,,,,,,,38.0,,否,否,否
2141,945010,上午,,Phone,,,,,,,,,,39.0,,,,是,是,未购买
2142,725229,下午,,Necklace,,,,,,1.0,,,1.0,13.0,,,,是,是,未购买
2143,1335537,上午,,Tea,,,,,,,,,,41.0,,,,是,是,未购买
2144,933622,,,,,Tablet,,,1.0,1.0,,1.0,1.0,,1.0,,,否,否,未购买
2145,1525854,中午,,Phone,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
2146,1161042,上午,,Tablet,,,,,,2.0,,,2.0,3.0,,,,是,是,未购买
2147,663346,晚上,,Coat,,,,,,,,,,52.0,,,,是,是,未购买
2148,182007,下午,,Phone,,,,,,,,,,44.0,,,,是,是,未购买
2149,638790,上午,,Notebook,,,,,,1.0,,,1.0,10.0,,,,是,是,未购买
2150,1073086,"中午,下午",,"Face Cream,Phone",,,,,,,,,,61.0,,,,是,是,未购买
2151,1434205,下午,,Tablet,,,,,,,,,,32.0,,,,是,是,未购买
2152,215555,下午,,"Facial Essence,Phone",,,,,,,,,,40.0,,,,是,是,未购买
2153,1522283,上午,,Perfume,,,,,,,,,,57.0,,,,是,是,未购买
2154,1552774,晚上,,Potatio Chips,,,,,,,,,,68.0,,,,是,是,未购买
2155,951550,下午,,Phone,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
2156,256578,中午,,Tea,,,,,,,,,,46.0,,,,是,是,未购买
2157,1229314,下午,,Coat,,,,,,,,,,39.0,,,,是,是,未购买
2158,402528,晚上,,Digital Camera,,,,,,,,,,70.0,,,,是,是,未购买
2159,795439,下午,,Television,,,,,,,,,,40.0,,,,是,是,未购买
2160,464806,晚上,,Tablet,Tablet,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
2161,871541,下午,,Phone,,,,,,1.0,,,1.0,5.0,,,,是,是,未购买
2162,395761,中午,,Tea,,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
2163,1220826,中午,,Eye Shadow,,,,,,,,,,44.0,,,,是,是,未购买
2164,1565991,上午,,Phone,,,,,,1.0,,,1.0,28.0,,,,是,是,未购买
2165,1598936,下午,,Notebook,,,,,,,,,,62.0,,,,是,是,未购买
2166,1536413,上午,,Bracelet,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
2167,816146,下午,,Tea,,,,,,,,,,63.0,,,,是,是,未购买
2168,1238058,,晚上,,,,Bed,,,,,,,,,40.0,,否,否,否
2169,1528377,中午,,Other,,,,,,1.0,,,1.0,27.0,,,,是,是,未购买
2170,1432565,,,,,,,,,1.0,,,1.0,,,,,否,否,未购买
2171,412114,晚上,,"Candy,Phone",,,,,,1.0,,,1.0,28.0,,,,是,是,未购买
2172,1057503,中午,,Facial Essence,,,,,,,,,,45.0,,,,是,是,未购买
2173,258359,下午,,Bed,,,,,,,,,,72.0,,,,是,是,未购买
2174,914893,晚上,,Rice Cooker,,,,,,1.0,,,1.0,25.0,,,,是,是,未购买
2175,1467018,,晚上,,,,Induction Cooker,1.0,,1.0,,,1.0,,,16.0,,否,否,否
2176,1496041,中午,,Phone,,,,,,,,,,32.0,,,,是,是,未购买
2177,245870,上午,,Xbox,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2178,365035,晚上,,Notebook,,,,,,1.0,,,1.0,9.0,,,,是,是,未购买
2179,1508509,下午,,Necklace,,,,,,,,,,36.0,,,,是,是,未购买
2180,33400,中午,,Television,,,,,,,,,,44.0,,,,是,是,未购买
2181,379780,晚上,,Ring,,,,,,,,,,51.0,,,,是,是,未购买
2182,409963,上午,,Milk Power,,,,,,1.0,,,1.0,12.0,,,,是,是,未购买
2183,528672,下午,,Face Cream,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
2184,1208488,晚上,,Phone,,,,,,1.0,,,1.0,6.0,,,,是,是,未购买
2185,399585,,晚上,,,,Television,1.0,,1.0,,,1.0,,,30.0,,否,否,否
2186,745156,下午,,Face Cream,,,,,,,,,,53.0,,,,是,是,未购买
2187,727906,晚上,,Notebook,,,,,,,,,,47.0,,,,是,是,未购买
2188,304120,下午,,Facial Essence,,,,,,,,,,60.0,,,,是,是,未购买
2189,1059133,上午,,Facial Moisturizer,,,,,,,,,,39.0,,,,是,是,未购买
2190,424636,中午,,Tablet,,,,,,,,,,70.0,,,,是,是,未购买
2191,153001,中午,,Phone,,,,,,,,,,72.0,,,,是,是,未购买
2192,682403,"下午,晚上",,"Notebook,Phone",,,,,,2.0,,,2.0,11.0,,,,是,是,未购买
2193,316882,晚上,,Coat,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2194,213317,下午,,Coat,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
2195,1348980,中午,,Phone,,,,,,,,,,53.0,,,,是,是,未购买
2196,1051720,"下午,晚上",,"Coat,Jeans",,,,,,,,,,65.0,,,,是,是,未购买
2197,249645,晚上,,Phone,,,,,,,,,,73.0,,,,是,是,未购买
2198,480092,晚上,,Bracelet,,,,,,,,,,36.0,,,,是,是,未购买
2199,345863,下午,,Lipstick,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2200,496432,"凌晨,下午,晚上",,"Cake,Potatio Chips,Rice Cooker",,,,,,2.0,,,2.0,9.0,,,,是,是,未购买
2201,482976,,下午,,,,Badminton,,,,,,,,,70.0,,否,否,否
2202,1132446,中午,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
2203,92714,上午,,Phone,,,,,,,,,,42.0,,,,是,是,未购买
2204,327159,凌晨,,Notebook,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
2205,569140,下午,,Coat,,,,,,,,,,65.0,,,,是,是,未购买
2206,1428329,晚上,,Light,,,,,,,,,,69.0,,,,是,是,未购买
2207,1139434,,晚上,,,,Tea,1.0,,1.0,,,1.0,,,21.0,,否,否,否
2208,1234532,下午,,Digital Camera,,,,,,1.0,,,1.0,30.0,,,,是,是,未购买
2209,812202,,,,,Sofa,,,1.0,1.0,,1.0,1.0,,3.0,,,否,否,未购买
2210,1382536,上午,,Phone,,,,,,,,,,49.0,,,,是,是,未购买
2211,1290786,,中午,,,,Foundation Make-up,,,,,,,,,37.0,,否,否,否
2212,1581734,,晚上,,,,Necklace,1.0,,1.0,,,1.0,,,21.0,,否,否,否
2213,1474148,凌晨,,"Facial Essence,Phone",,,,,,,,,,33.0,,,,是,是,未购买
2214,868679,下午,,Facial Essence,,,,,,1.0,,,1.0,26.0,,,,是,是,未购买
2215,954513,上午,,Tea,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2216,194332,下午,,Digital Camera,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2217,1337833,上午,,Tea,,,,,,,,,,73.0,,,,是,是,未购买
2218,999707,下午,,Phone,,,,,,,,,,59.0,,,,是,是,未购买
2219,1164315,"中午,下午",,Foundation Make-up,,,,,,1.0,,,1.0,29.0,,,,是,是,未购买
2220,652146,,凌晨,,,,Candy,,,,,,,,,70.0,,否,否,否
2221,197933,晚上,,Digital Camera,,,,,,,,,,56.0,,,,是,是,未购买
2222,267581,"下午,晚上",,Coat,,,,,,1.0,,,1.0,2.0,,,,是,是,未购买
2223,503515,"下午,晚上",,Coat,,,,,,1.0,,,1.0,2.0,,,,是,是,未购买
2224,264593,晚上,,Phone,,,,,,,,,,72.0,,,,是,是,未购买
2225,4417,晚上,,Phone,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2226,242843,"凌晨,上午,下午",,Coat,,,,,,,,,,53.0,,,,是,是,未购买
2227,29271,中午,,Coat,,,,,,,,,,48.0,,,,是,是,未购买
2228,1235588,"中午,晚上",,"Coat,Xbox",,,,,,,,,,63.0,,,,是,是,未购买
2229,601614,下午,,Phone,,,,,,,,,,68.0,,,,是,是,未购买
2230,181512,上午,,Phone,,,,,,1.0,,,1.0,4.0,,,,是,是,未购买
2231,732142,下午,,Phone,,,,,,1.0,,,1.0,24.0,,,,是,是,未购买
2232,1120079,"上午,中午",,Phone,,,,,,,,,,60.0,,,,是,是,未购买
2233,1116579,,,,,Notebook,,,1.0,1.0,,1.0,1.0,,3.0,,,否,否,未购买
2234,695671,,,,Digital Camera,,,,,,,,,,,,,否,否,未购买
2235,110857,,,,,,,,,,,,,,,,,否,否,未购买
2236,709021,上午,,Phone,,,,,,,,,,71.0,,,,是,是,未购买
2237,1548248,晚上,,Coat,,,,,,1.0,,,1.0,2.0,,,,是,是,未购买
2238,614722,中午,,Phone,,,,,,1.0,,,1.0,14.0,,,,是,是,未购买
2239,968589,晚上,,Coat,,,,,,1.0,,,1.0,17.0,,,,是,是,未购买
2240,984648,晚上,,Phone,,,,,,,,,,65.0,,,,是,是,未购买
2241,1261472,上午,,Lipstick,,,,,,,,,,35.0,,,,是,是,未购买
2242,1100467,下午,,Coat,,,,,,1.0,,,1.0,15.0,,,,是,是,未购买
2243,1283810,上午,,Rice Cooker,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2244,1470404,晚上,,Football,,,,,,1.0,,,1.0,7.0,,,,是,是,未购买
2245,1017918,"下午,晚上",,"Coat,Phone",,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2246,644658,上午,,Facial Moisturizer,,,,,,,,,,33.0,,,,是,是,未购买
2247,1569144,晚上,,Coat,,,,,,1.0,,,1.0,4.0,,,,是,是,未购买
2248,1148120,上午,,Air Conditioner,,,,,,1.0,,,1.0,0.0,,,,是,是,未购买
2249,1132502,中午,,Notebook,,,,,,,,,,46.0,,,,是,是,未购买
2250,1105862,晚上,,"Coat,Phone",,,,,,,,,,63.0,,,,是,是,未购买
2251,698746,中午,,Phone,,,,,,,,,,48.0,,,,是,是,未购买
2252,743953,上午,,Refrigerator,,,,,,,,,,52.0,,,,是,是,未购买
2253,486326,下午,,Coat,,,,,,,,,,44.0,,,,是,是,未购买
2254,1407052,晚上,,Sunscreen Cream,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
2255,1345911,中午,,Phone,,,,,,1.0,,,1.0,23.0,,,,是,是,未购买
2256,1579738,上午,,Phone,,,,,,,,,,31.0,,,,是,是,未购买
2257,554895,晚上,,Phone,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2258,350699,中午,,Washing Machine,,,,,,1.0,,,1.0,0.0,,,,是,是,未购买
2259,996089,下午,,Tea,,,,,,,,,,32.0,,,,是,是,未购买
2260,604296,,下午,,,,Tea,,,,,,,,,49.0,,否,否,否
2261,439011,"中午,下午",,"Candy,Coat",,,,,,,,,,50.0,,,,是,是,未购买
2262,1525032,晚上,,Phone,,,,,,1.0,,,1.0,2.0,,,,是,是,未购买
2263,680320,中午,,Coat,,,,,,,,,,43.0,,,,是,是,未购买
2264,413168,晚上,,Milk,,,,,,,,,,70.0,,,,是,是,未购买
2265,485412,晚上,,Tea,,,,,,1.0,,,1.0,28.0,,,,是,是,未购买
2266,1543016,下午,,Tablet,,,,,,1.0,,,1.0,10.0,,,,是,是,未购买
2267,827664,上午,,Sunscreen Cream,,,,,,,,,,52.0,,,,是,是,未购买
2268,323335,中午,,Coat,,,,,,,,,,61.0,,,,是,是,未购买
2269,1022383,晚上,,Makerup Water,,,,,,,,,,46.0,,,,是,是,未购买
2270,837065,凌晨,,"Coat,Digital Camera,Phone",,,,,,3.0,,,3.0,10.0,,,,是,是,未购买
2271,471068,上午,,Phone,,,,,,1.0,,,1.0,20.0,,,,是,是,未购买
2272,978992,晚上,,Coat,,,,,,3.0,,,3.0,8.0,,,,是,是,未购买
2273,570024,晚上,,Phone,,,,,,,,,,67.0,,,,是,是,未购买
2274,467002,上午,,Phone,,,,,,,,,,69.0,,,,是,是,未购买
2275,1528343,上午,,Candy,,,,,,1.0,,,1.0,21.0,,,,是,是,未购买
2276,531531,下午,,"Notebook,Phone",,,,,,2.0,,,2.0,1.0,,,,是,是,未购买
2277,1540788,下午,,Rice Cooker,,,,,,1.0,,,1.0,3.0,,,,是,是,未购买
2278,1083610,下午,,Coffee,,,,,,1.0,,,1.0,27.0,,,,是,是,未购买
