vender_id,shop_id,fans_num,vip_num,shop_reg_tm,cate,shop_score
3666,3848,0,0,,,0
3666,8031,0,0,,,0
3666,4936,0,0,,,0
3666,7491,0,0,,,0
3666,4119,0,0,,,0
3666,716,0,0,,,0
3666,8401,0,0,,,0
3666,7209,0,0,,,0
3666,8392,0,0,,,0
3666,5514,0,0,,,0
3666,8285,0,0,,,0
3666,621,0,0,,,0
3666,9408,0,0,,,0
3666,3582,0,0,,,0
3666,7817,0,0,,,0
3666,9215,0,0,,,0
3666,2845,0,0,,,0
3666,9984,0,0,,,0
3666,1037,0,0,,,0
3666,493,0,0,,,0
3666,4967,0,0,,,0
3666,1980,0,0,,,0
3666,8674,0,0,,,0
3666,5792,0,0,,,0
3666,7830,0,0,,,0
3666,2455,0,0,,,0
3666,3813,0,0,,,0
3666,3568,0,0,,,0
3666,6465,0,0,,,0
3666,5227,0,0,,,0
3666,10125,0,0,,,0
3666,756,0,0,,,0
3666,1229,0,0,,,0
3666,813,0,0,,,0
3666,1694,0,0,,,0
3666,8274,0,0,,,0
3666,8281,0,0,,,0
3666,2919,0,0,,,0
3666,5924,0,0,,,0
3666,9163,0,0,,,0
3666,6667,0,0,,,0
3666,5816,0,0,,,0
3666,8888,0,0,,,0
3666,2140,0,0,,,0
3666,9854,0,0,,,0
3666,2447,0,0,,,0
3666,10234,0,0,,,0
3666,7019,0,0,,,0
3666,9051,0,0,,,0
3666,9732,0,0,,,0
3666,6700,0,0,,,0
3666,1603,0,0,,,0
3666,8595,0,0,,,0
3666,7708,0,0,,,0
3666,6255,0,0,,,0
3666,986,0,0,,,0
3666,8919,0,0,,,0
3666,9391,0,0,,,0
3666,2055,0,0,,,0
3666,5586,0,0,,,0
3666,3256,0,0,,,0
3666,10197,0,0,,,0
3666,7259,0,0,,,0
3666,834,0,0,,,0
3666,6767,0,0,,,0
3666,7447,0,0,,,0
3666,5773,0,0,,,0
3666,6918,0,0,,,0
3666,6119,0,0,,,0
3666,5528,0,0,,,0
3666,4891,0,0,,,0
3666,4513,0,0,,,0
3666,2833,0,0,,,0
3666,348,0,0,,,0
3666,5659,0,0,,,0
3666,10116,0,0,,,0
3666,9237,0,0,,,0
3666,7413,0,0,,,0
3666,695,0,0,,,0
3666,3420,0,0,,,0
3666,8106,0,0,,,0
3666,5268,0,0,,,0
3666,8799,0,0,,,0
3666,8541,0,0,,,0
3666,10360,0,0,,,0
3666,4592,0,0,,,0
3666,4542,0,0,,,0
3666,7513,0,0,,,0
3666,964,0,0,,,0
3666,3917,0,0,,,0
3666,4457,0,0,,,0
3666,8546,0,0,,,0
3666,10179,0,0,,,0
3666,5312,0,0,,,0
3666,2619,0,0,,,0
3666,9382,0,0,,,0
3666,7723,0,0,,,0
3666,6893,0,0,,,0
3666,1336,0,0,,,0
3666,7411,0,0,,,0
3666,6500,0,0,,,0
3666,4321,0,0,,,0
3666,4057,0,0,,,0
3666,6801,0,0,,,0
3666,5280,0,0,,,0
3666,7872,0,0,,,0
3666,4340,0,0,,,0
3666,7989,0,0,,,0
3666,6464,0,0,,,0
3666,1487,0,0,,,0
3666,6264,0,0,,,0
3666,8039,0,0,,,0
3666,9121,0,0,,,0
3666,3933,0,0,,,0
3666,7448,0,0,,,0
3666,1414,0,0,,,0
3666,5292,0,0,,,0
3666,6953,0,0,,,0
3666,3984,0,0,,,0
3666,9310,0,0,,,0
3666,6702,0,0,,,0
3666,2836,0,0,,,0
3666,8621,0,0,,,0
3666,8158,0,0,,,0
3666,9097,0,0,,,0
3666,10184,0,0,,,0
3666,1561,0,0,,,0
3666,9729,0,0,,,0
3666,516,0,0,,,0
3666,1644,0,0,,,0
3666,3388,0,0,,,0
3666,7407,0,0,,,0
3666,3481,0,0,,,0
3666,9203,0,0,,,0
3666,3448,0,0,,,0
3666,5332,0,0,,,0
3666,4296,0,0,,,0
3666,7136,0,0,,,0
3666,9474,0,0,,,0
3666,8411,0,0,,,0
3666,3217,0,0,,,0
3666,9565,0,0,,,0
3666,9198,0,0,,,0
3666,1798,0,0,,,0
3666,10156,0,0,,,0
3666,5555,0,0,,,0
3666,1628,0,0,,,0
3666,4629,0,0,,,0
3666,6246,0,0,,,0
3666,1667,0,0,,,0
3666,3563,0,0,,,0
3666,3527,0,0,,,0
3666,6565,0,0,,,0
3666,8827,0,0,,,0
3666,1107,0,0,,,0
3666,6417,0,0,,,0
3666,2707,0,0,,,0
3666,7213,0,0,,,0
3666,5105,0,0,,,0
3666,3119,0,0,,,0
3666,5797,0,0,,,0
3666,6237,0,0,,,0
3666,7082,0,0,,,0
3666,3583,0,0,,,0
3666,3074,0,0,,,0
3666,808,0,0,,,0
3666,2047,0,0,,,0
3666,6247,0,0,,,0
3666,241,0,0,,,0
3666,7351,0,0,,,0
3666,8316,0,0,,,0
3666,5139,0,0,,,0
3666,2256,0,0,,,0
3666,980,0,0,,,0
3666,10254,0,0,,,0
3666,6894,0,0,,,0
3666,9190,0,0,,,0
3666,8730,0,0,,,0
3666,7434,0,0,,,0
3666,4719,0,0,,,0
3666,4433,0,0,,,0
3666,5153,0,0,,,0
3666,4924,0,0,,,0
3666,5588,0,0,,,0
3666,5270,0,0,,,0
3666,3642,0,0,,,0
3666,314,0,0,,,0
3666,745,0,0,,,0
3666,9973,0,0,,,0
3666,7049,0,0,,,0
3666,7118,0,0,,,0
3666,1436,0,0,,,0
3666,2266,0,0,,,0
3666,7791,0,0,,,0
3666,2559,0,0,,,0
3666,9848,0,0,,,0
3666,1051,0,0,,,0
3666,4709,0,0,,,0
3666,8567,0,0,,,0
3666,2777,0,0,,,0
3666,3730,0,0,,,0
3666,6131,0,0,,,0
3666,9139,0,0,,,0
3666,10109,0,0,,,0
3666,9333,0,0,,,0
3666,3178,0,0,,,0
3666,1395,0,0,,,0
3666,3354,0,0,,,0
3666,6995,0,0,,,0
3666,8251,0,0,,,0
3666,5907,0,0,,,0
3666,6675,0,0,,,0
3666,5432,0,0,,,0
3666,8517,0,0,,,0
3666,8996,0,0,,,0
3666,5879,0,0,,,0
3666,6787,0,0,,,0
3666,6631,0,0,,,0
3666,7033,0,0,,,0
3666,6577,0,0,,,0
3666,1026,0,0,,,0
3666,2090,0,0,,,0
3666,4256,0,0,,,0
3666,2744,0,0,,,0
3666,9129,0,0,,,0
3666,1228,0,0,,,0
3666,1679,0,0,,,0
3666,5681,0,0,,,0
3666,4410,0,0,,,0
3666,655,0,0,,,0
3666,2715,0,0,,,0
3666,423,0,0,,,0
3666,6424,0,0,,,0
3666,2811,0,0,,,0
3666,9502,0,0,,,0
3666,9655,0,0,,,0
3666,5885,0,0,,,0
3666,9193,0,0,,,0
3666,2984,0,0,,,0
3666,4088,0,0,,,0
3666,2795,0,0,,,0
3666,6453,0,0,,,0
3666,8451,0,0,,,0
3666,9257,0,0,,,0
3666,5322,0,0,,,0
3666,8001,0,0,,,0
3666,4309,0,0,,,0
3666,975,0,0,,,0
3666,2493,0,0,,,0
3666,854,0,0,,,0
3666,341,0,0,,,0
3666,10106,0,0,,,0
3666,1615,0,0,,,0
3666,5540,0,0,,,0
3666,8863,0,0,,,0
3666,10208,0,0,,,0
3666,4884,0,0,,,0
3666,7634,0,0,,,0
3666,5854,0,0,,,0
3666,1010,0,0,,,0
3666,3433,0,0,,,0
3666,2119,0,0,,,0
3666,3304,0,0,,,0
3666,3403,0,0,,,0
3666,7615,0,0,,,0
3666,3296,0,0,,,0
3666,8667,0,0,,,0
3666,7257,0,0,,,0
3666,7940,0,0,,,0
3666,3117,0,0,,,0
3666,10089,0,0,,,0
3666,8160,0,0,,,0
3666,2368,0,0,,,0
3666,6077,0,0,,,0
3666,9467,0,0,,,0
3666,3691,0,0,,,0
3666,640,0,0,,,0
3666,7518,0,0,,,0
3666,240,0,0,,,0
3666,7485,0,0,,,0
3666,3633,0,0,,,0
3666,6815,0,0,,,0
3666,8531,0,0,,,0
3666,6800,0,0,,,0
3666,1903,0,0,,,0
3666,10,0,0,,,0
3666,1783,0,0,,,0
3666,2329,0,0,,,0
3666,4595,0,0,,,0
3666,10027,0,0,,,0
3666,7542,0,0,,,0
3666,52,0,0,,,0
3666,9112,0,0,,,0
3666,2121,0,0,,,0
3666,3402,0,0,,,0
3666,2857,0,0,,,0
3666,205,0,0,,,0
3666,7078,0,0,,,0
3666,1521,0,0,,,0
3666,5794,0,0,,,0
3666,2115,0,0,,,0
3666,8305,0,0,,,0
3666,4158,0,0,,,0
3666,8093,0,0,,,0
3666,8229,0,0,,,0
3666,5346,0,0,,,0
3666,5216,0,0,,,0
3666,6367,0,0,,,0
3666,891,0,0,,,0
3666,2670,0,0,,,0
3666,10247,0,0,,,0
3666,4713,0,0,,,0
3666,3382,0,0,,,0
3666,3063,0,0,,,0
3666,5422,0,0,,,0
3666,802,0,0,,,0
3666,3846,0,0,,,0
3666,2499,0,0,,,0
3666,2216,0,0,,,0
3666,9141,0,0,,,0
3666,4234,0,0,,,0
3666,8395,0,0,,,0
3666,4011,0,0,,,0
3666,9114,0,0,,,0
3666,9783,0,0,,,0
3666,5689,0,0,,,0
3666,2073,0,0,,,0
3666,10315,0,0,,,0
3666,2682,0,0,,,0
3666,7503,0,0,,,0
3666,6905,0,0,,,0
3666,3576,0,0,,,0
3666,10160,0,0,,,0
3666,2996,0,0,,,0
3666,8433,0,0,,,0
3666,157,0,0,,,0
3666,1865,0,0,,,0
3666,6654,0,0,,,0
3666,3955,0,0,,,0
3666,704,0,0,,,0
3666,2161,0,0,,,0
3666,8854,0,0,,,0
3666,6662,0,0,,,0
3666,6025,0,0,,,0
3666,4129,0,0,,,0
3666,5765,0,0,,,0
3666,7794,0,0,,,0
3666,7212,0,0,,,0
3666,8214,0,0,,,0
3666,7603,0,0,,,0
3666,5143,0,0,,,0
3666,4178,0,0,,,0
3666,862,0,0,,,0
3666,2480,0,0,,,0
3666,4500,0,0,,,0
3666,5523,0,0,,,0
3666,3334,0,0,,,0
3666,2232,0,0,,,0
3666,7278,0,0,,,0
3666,9645,0,0,,,0
3666,8831,0,0,,,0
3666,4130,0,0,,,0
3666,4280,0,0,,,0
3666,2189,0,0,,,0
3666,9445,0,0,,,0
5576,2019,54317,1552,2018-2-9,29,9.934811
9057,4652,153,126,2017-4-19,29,9.565786
4949,5767,67280,41847,2014-12-9,29,9.608823
1619,10143,20449,66713,2015-1-15,29,9.323079
8431,2274,22482,5754,2017-5-28,29,9.746022
2692,5464,16020,77635,2014-6-18,29,9.611168
4125,1041,29192,148763,2014-6-11,29,9.485609
3954,5425,6098,50242,2015-7-1,29,9.645554
4079,7271,30996,3896,2017-10-26,29,9.344324
7102,4141,952,8067,2014-12-22,29,9.02205
7069,1329,1977,8481,2015-7-13,29,9.53666
8565,9511,175890,281794,2015-4-11,29,9.454561
8264,5726,1970,3136,2016-6-20,29,9.941045
2830,6572,13142,8313,2016-7-6,29,9.53417
1424,3923,564,10348,2015-4-30,29,9.710122
3435,9488,31691,76637,2013-6-14,29,9.739893
1380,4343,29713,41247,2016-5-20,29,9.473044
124,3491,39975,220041,2013-5-23,29,9.46673
5434,10273,530,12127,2016-6-2,29,8.897722
2004,6423,46985,215751,2013-11-27,29,9.563667
8564,8498,1050,3746,2016-5-24,29,9.072916
2371,2181,3262,70853,2015-3-24,29,9.161058
9559,3883,11831,70602,2014-12-15,29,9.46149
3979,9026,23550,25836,2016-3-22,29,9.214039
8664,10329,1186,1825,2014-12-3,29,9.720937
1454,1084,6000,24363,2015-4-10,29,9.633117
2582,5279,750,24449,2016-2-19,29,9.119254
9673,9230,5859,21429,2016-2-17,29,9.921634
4172,6471,43596,84226,2014-2-24,29,9.452929
1120,3794,819,7200,2015-12-29,29,9.189792
4901,5663,1581,1861,2016-11-16,29,-1
912,6992,3776,3313,2014-3-14,29,9.666863
5097,455,2083,7293,2016-12-13,29,8.985314
5477,474,338,3272,2016-12-30,29,9.452222
7309,8617,109040,14692,2014-11-7,29,9.683516
7201,5629,1292,30209,2014-10-8,29,9.73289
5042,9551,161,41,2017-1-17,29,-1
1144,171,293471,45714,2014-7-22,29,9.779669
7854,8455,2986,26138,2014-7-11,29,9.474802
5369,4188,2045,5088,2014-6-4,29,9.724235
1288,3834,2183,10079,2015-2-4,29,9.559786
2580,7083,183,1284,2017-3-20,29,9.593773
7766,9188,60053,141828,2013-4-2,29,9.349244
4102,7738,24346,25467,2015-6-16,29,9.214203
489,7589,2536,7697,2016-12-16,60,9.60733
598,6722,8142,54013,2015-3-30,60,9.055147
8377,1254,6464,13073,2016-1-6,58,9.439014
4892,1868,63906,20920,2017-4-25,58,9.724018
850,5637,5364,34602,2017-3-16,58,9.473919
256,1106,60609,199703,2013-5-23,50,9.626923
4160,9808,37544,55874,2015-11-13,50,9.619232
517,6112,96,680,2017-11-17,74,9.598681
6368,4736,534,2683,2015-10-22,19,9.418377
465,3755,53471,22742,2013-8-6,49,9.557307
9725,967,67977,312955,2013-12-3,49,9.461812
6359,590,2138,5466,2013-8-9,49,9.206009
2281,8868,7002,24253,2013-11-27,49,9.620702
3718,605,14662,4784,2013-11-26,49,9.728609
893,2346,283,2034,2013-8-13,49,9.390323
5620,3166,3849,31067,2013-11-19,49,9.695161
3516,9600,21079,840,2012-9-5,49,9.501697
1233,4961,186433,40551,2013-8-16,49,9.359528
870,1205,27688,13399,2013-11-14,49,9.565905
1297,4337,7640,5502,2017-9-27,49,9.926639
7475,9706,11986,171897,2013-10-31,49,9.275844
3237,2778,31070,29092,2013-8-28,49,9.480344
4544,5962,1968,1981,2013-8-29,49,9.596062
2513,5652,27912,9288,2017-9-9,49,9.213582
4825,3079,720,930,2013-8-29,49,9.436157
4473,114,4582,25320,2013-9-3,49,8.900071
990,4841,12323,30552,2013-9-3,49,9.497824
4287,10115,24402,85301,2013-9-4,49,9.076975
1830,9504,23892,28855,2015-5-20,49,9.933225
7754,2077,68810,25579,2013-10-22,49,9.703923
7130,7045,28133,328449,2013-9-6,49,9.51801
1564,5082,8484,18879,2016-4-25,49,9.397538
1290,8665,1270,2191,2015-4-14,49,9.599733
2535,4786,15095,71491,2013-10-21,49,9.694236
5541,4123,1580,5051,2013-9-6,49,9.560549
132,550,401,788,2015-4-22,49,9.108575
7095,9127,1516,13414,2013-10-18,49,9.142731
3117,9204,5412,7910,2014-12-24,49,9.617625
8054,791,1635,5736,2015-4-15,49,9.637503
9237,884,4440,7502,2013-9-6,49,8.999337
1892,5024,2311,38778,2015-4-10,49,9.580344
6017,7889,5576,30081,2013-9-30,49,9.665764
1836,4948,51745,47025,2013-9-29,49,9.512006
6569,8648,81,229,2017-9-10,49,9.48566
5842,7744,112,98,2017-9-28,49,9.535622
4243,7742,57,1798,2017-9-11,49,8.980973
8082,1080,180,1467,2017-9-25,49,9.742814
3801,562,24160,6613,2017-9-27,49,9.786042
4764,1573,54968,4780,2017-11-28,49,9.739933
673,7217,1967,12128,2015-7-16,49,9.321292
7517,6993,4063,1468,2017-9-18,49,9.885074
3397,7062,11921,17116,2014-5-26,49,8.965167
7429,2127,5780,39626,2015-5-20,49,9.087125
717,9337,545,6607,2015-7-20,49,9.397676
3019,9845,247500,641972,2015-7-14,49,9.361403
9658,2927,1195,2811,2017-9-6,49,9.871076
2218,5447,51,17,2017-10-20,49,9.669896
8040,4735,354,6386,2017-9-30,49,9.751318
2981,5674,334,1704,2017-9-26,49,9.920528
5772,638,58617,6052,2017-9-27,49,9.542762
2974,3154,2644,540,2017-10-18,49,9.879852
4436,10271,37,361,2017-10-11,49,9.533251
1243,6567,11342,34199,2015-8-2,49,9.384367
7645,1501,672,4730,2017-10-9,49,9.602682
2321,6468,1263,28060,2017-9-8,49,9.366579
5113,8876,1902,2260,2017-9-4,49,9.879411
7205,9564,25002,11660,2015-7-14,49,9.332518
4711,1793,28104,111735,2015-8-11,49,9.464441
4978,2002,366,230,2015-9-7,49,-1
468,4616,4946,14361,2014-5-26,49,9.655657
686,2485,23051,4213,2015-7-21,49,-1
1105,9272,271,108,2017-9-6,49,9.439309
536,4289,160,649,2017-9-1,49,9.642459
6386,5294,7282,7872,2017-9-6,49,9.922054
7828,5193,27,271,2017-9-11,49,8.924504
450,356,825,1048,2017-9-6,49,9.887862
7304,3754,244,1616,2015-7-14,49,9.395961
6043,2039,6920,18733,2015-7-31,49,9.227185
5705,6900,77,646,2018-1-4,49,9.001051
8935,8588,23995,7837,2017-9-1,49,9.520261
5513,4773,788,844,2017-10-24,49,9.97059
9235,2790,20897,70395,2017-9-5,49,9.641666
3171,1595,30665,223,2017-9-8,49,9.657007
6529,3687,18,234,2017-11-1,49,-1
2777,2875,13082,4630,2014-5-26,49,9.874743
989,3357,241,1051,2017-10-13,49,9.751534
599,7920,26,445,2017-9-15,49,9.682829
8748,9325,46,31,2017-9-4,49,9.619419
8943,6871,2442,1219,2017-10-10,49,9.615759
8446,7443,3763,1292,2017-11-12,49,9.544542
5149,7005,10631,1042,2017-10-12,49,9.808751
6365,2470,8,19,2017-11-27,49,-1
3511,9366,12369,7474,2017-8-28,49,9.03927
2672,3996,3,8,2017-10-27,49,-1
4812,1632,22763,3782,2017-10-11,49,9.700862
8106,6943,27,150,2017-10-11,49,9.06216
6044,4743,1027,4719,2015-7-28,49,9.385214
4211,4989,1315,5268,2015-7-11,49,9.320213
8452,5220,73,635,2017-11-4,49,9.359201
6768,7937,422,443,2017-10-18,49,9.263907
4386,17,24987,20523,2017-10-12,49,9.551517
4412,5746,21521,1722,2017-9-12,49,9.429418
3471,1873,50,64,2017-9-4,49,-1
6095,4774,59931,511,2017-9-26,49,9.957487
9504,4877,404,5573,2017-8-23,49,9.333367
7035,6923,41747,410,2017-9-4,49,9.962633
8409,1784,35350,66843,2015-2-10,49,9.646644
8199,8069,2082,746,2017-11-1,49,9.507463
8247,2320,40686,7221,2017-8-25,49,9.423532
6270,8026,27551,6450,2017-9-3,49,9.853322
2605,7628,962,1187,2017-8-30,49,9.900809
362,3447,9877,57264,2017-10-13,49,9.413479
3564,8379,3635,7109,2017-8-25,49,9.89583
5435,6520,103,303,2017-8-24,49,-1
654,5274,3092,1423,2017-8-24,49,9.434452
6352,8779,22139,2223,2017-8-23,49,9.570791
9288,1235,1768,4362,2014-5-22,49,9.479446
4823,4486,12889,22942,2015-10-22,49,9.440062
5294,5324,144,242,2017-9-4,49,9.577969
4454,8625,1620,174,2017-10-30,49,9.65105
4664,10079,1338,449,2017-8-21,49,9.72214
5172,1816,602,6467,2017-8-16,49,9.008742
1306,9458,3469,8591,2017-11-1,49,9.132465
9401,8819,27897,695,2017-8-18,49,9.82677
8876,6858,24678,3465,2017-8-18,49,9.779431
3749,6176,116292,126437,2017-10-17,49,9.691747
6151,1901,335,1520,2017-8-24,49,9.416323
1804,1895,7191,20153,2017-10-18,49,9.303775
5225,3802,1464,2394,2017-9-29,49,9.941102
8822,10265,442,1549,2017-9-18,49,9.639275
8169,9955,133,314,2017-8-16,49,9.909397
1937,5497,2946,1108,2017-9-6,49,9.446435
7150,4584,61340,83568,2017-8-17,49,9.684234
7505,4564,1881,14258,2017-9-7,49,9.448374
3841,7124,26669,5556,2017-8-24,49,9.672013
4816,7743,226,1651,2017-10-20,49,9.561089
2849,6766,2565,3331,2017-12-7,49,9.945652
2702,3860,4139,9274,2015-3-30,49,9.552123
3686,4176,719,1790,2017-9-6,49,9.463582
6192,23,2672,9414,2014-5-21,49,9.701938
6757,2722,4060,1920,2017-8-22,49,9.588826
1459,6019,6866,2406,2017-8-17,49,9.842065
7822,4694,51075,812,2017-9-26,49,9.849677
284,6632,273,413,2017-8-12,49,9.034876
6731,3543,100,212,2017-8-22,49,9.696529
3863,3621,20585,1786,2017-8-25,49,9.831419
6170,1496,3261,11903,2017-11-16,49,9.673738
742,5090,3265,14092,2015-1-20,49,9.429421
5906,4387,321,1551,2017-10-26,49,9.619978
3490,2847,1528,53,2017-12-7,49,-1
8671,9358,58,89,2017-10-20,49,10
1921,7327,4418,29779,2017-10-20,49,9.55
4360,683,27827,26906,2017-11-4,49,9.821348
6457,2384,4879,7691,2015-7-20,49,9.409363
9242,9339,60,1084,2017-10-20,49,9.27416
1855,5621,146,500,2017-11-2,49,9.877798
1923,4701,1300,1317,2017-8-10,49,9.79224
4433,8072,2011,369,2017-8-12,49,9.575279
3177,9208,57776,14693,2017-8-14,49,9.451274
9500,5740,259,259,2017-8-12,49,9.659139
8793,10132,37256,5238,2017-8-21,49,9.649157
9524,5100,19,45,2017-11-29,49,-1
6408,8558,5945,705,2017-9-22,49,9.675321
8350,1704,3196,4039,2017-8-6,49,9.103548
4321,10017,253,35,2017-10-27,49,-1
1990,5229,103,96,2018-1-15,49,-1
6415,3288,70,722,2017-10-28,49,9.060072
4388,1245,2137,10525,2017-8-22,49,9.743623
4595,6569,81,881,2017-10-24,49,9.891131
6955,4795,752,4844,2017-8-8,49,9.517703
6814,4217,36,297,2017-8-4,49,9.768282
8767,4769,121,202,2017-10-27,49,9.64676
8691,4812,216,1906,2017-8-19,49,9.806233
9732,1830,7009,10153,2017-10-27,49,9.93941
8842,10240,15096,59411,2014-12-30,49,9.635385
3245,10232,15460,46460,2015-1-19,49,9.621127
7729,7764,336,536,2017-10-30,49,-1
9604,2732,1619,3088,2017-8-14,49,9.948759
6244,9591,30,195,2017-11-27,49,9.04587
2960,7769,29,28,2017-10-26,49,9.597348
6337,6541,27739,87704,2014-6-4,49,9.730496
8807,8682,48461,4000,2017-8-7,49,9.592123
7769,8496,25949,3201,2017-10-25,49,9.755064
6447,8870,1209,78420,2017-10-26,49,9.507876
6142,10123,281,16693,2017-8-2,49,8.927995
3513,1150,7902,62006,2014-5-19,49,9.530247
5934,9942,53893,1190,2017-8-4,49,9.853564
1023,6856,5712,4300,2017-9-23,49,9.391617
2514,2613,236,1353,2017-8-4,49,9.507049
8135,4810,21214,5586,2017-10-27,49,9.714675
5215,4015,910,1011,2017-10-30,49,9.901779
2185,446,20877,3220,2017-10-30,49,9.915252
3780,1947,1160,1095,2017-11-11,49,9.827231
1666,561,53575,5591,2017-8-1,49,9.652874
7226,6150,1592,6309,2015-7-10,49,9.028318
1870,7586,1299,1328,2017-11-3,49,9.923317
4135,9689,10516,4416,2018-1-4,49,9.489264
7848,2312,6054,392,2017-12-28,49,9.291225
5713,22,106,374,2017-9-1,49,9.651857
2033,4031,54223,6275,2017-7-31,49,9.487635
1546,1335,376,1631,2017-7-31,49,9.171145
7134,3432,7386,4312,2017-8-2,49,9.94129
8252,8147,1461,4892,2017-10-31,49,9.627287
5468,6135,123,1404,2017-8-3,49,9.568757
1044,8645,70,250,2017-8-3,49,9.740911
7883,3612,52314,3195,2017-10-31,49,9.753857
5988,1122,37199,238483,2017-11-2,49,9.663823
2554,6498,56354,5351,2015-7-13,49,9.438242
8143,3494,1371624,47026,2015-7-2,49,9.6591
9291,7787,24467,4808,2017-8-7,49,9.966516
2819,1400,941,477,2017-8-17,49,9.743927
266,1852,92,244,2017-8-21,49,9.71914
2901,1407,151,673,2017-10-16,49,9.29173
6419,5905,1360,4646,2017-7-26,49,9.688143
8325,5472,1248,2718,2017-7-27,49,9.878495
5631,2655,2676,600,2017-11-18,49,9.595089
5918,9723,925,3677,2017-8-10,49,9.265181
1957,1017,8434,16064,2017-7-31,49,9.535497
3282,5677,181,342,2017-7-26,49,9.569885
6105,4762,95,147,2017-11-7,49,9.611826
7599,5186,121,323,2017-11-1,49,9.799665
5572,8943,22542,2209,2017-7-25,49,9.68975
1689,3175,1546,9679,2017-7-21,49,9.609405
4182,8449,2695,316,2017-11-3,49,9.170345
8562,373,22461,1704,2017-7-21,49,9.517869
4857,2553,766,5670,2015-7-18,49,9.35414
6065,3534,72,1773,2017-9-7,49,9.268398
843,5525,13113,7551,2017-11-2,49,9.729936
3418,4950,416,2934,2017-11-2,49,9.350968
9436,2444,98,328,2017-11-3,49,9.876111
351,6518,2775,1389,2017-7-27,49,9.589838
8243,8911,8743,927,2017-7-26,49,9.872172
2077,4583,448,2785,2017-11-8,49,9.494767
5553,3856,937,238,2017-8-3,49,9.611338
7084,3250,485,537,2017-7-29,49,9.253052
7600,1567,1979,3669,2017-7-26,49,9.433108
8439,3291,469,726,2017-11-23,49,9.618888
1754,7236,2094,6728,2017-7-18,49,9.311867
2531,9915,85,310,2017-11-13,49,9.363357
3199,10337,6689,3209,2017-7-19,49,9.287413
1890,9126,176,29,2017-11-6,49,9.785625
8913,4266,3526,7831,2017-11-23,49,9.797632
9124,8303,183,279,2015-7-2,49,9.464673
6975,3088,2382,3331,2017-11-10,49,9.565146
3219,8965,525,2691,2018-1-5,49,9.869471
6292,6639,6112,238,2017-11-10,49,9.942876
668,10310,1873,22383,2014-5-28,49,9.090496
3799,2785,68,247,2017-11-14,49,9.287767
7474,1717,37336,12845,2017-7-19,49,9.427285
195,2497,13,118,2017-11-24,49,-1
5008,1318,713,1229,2017-11-16,49,9.97059
4918,2703,76,602,2017-11-13,49,9.092948
1844,1486,775,5737,2017-11-14,49,9.042781
4802,6511,20043,756,2017-11-13,49,9.675938
5485,3163,79,184,2017-11-10,49,9.578011
3359,10119,20942,6152,2017-11-10,49,9.695171
1695,6223,1233,1398,2017-8-3,49,9.772211
6617,4852,586,1776,2017-7-12,49,9.753993
6058,10170,133,268,2017-11-15,49,9.591657
426,595,3045,13899,2017-8-1,49,9.379081
2826,2033,17397,3019,2017-7-8,49,9.719394
8541,6804,1074,7742,2017-7-12,49,9.127752
9632,8880,1396,2177,2017-7-7,49,9.886312
5264,10384,41996,13768,2017-7-8,49,9.2959
8757,7470,109733,18956,2017-7-21,49,9.326802
8662,5946,617,468,2017-7-11,49,9.638968
3636,4731,9744,208930,2017-7-4,49,9.522598
6398,1867,793,4085,2014-6-24,49,9.785431
6280,4695,4258,7500,2017-7-4,49,9.191471
7726,3831,26803,34871,2015-8-1,49,9.279984
820,10280,21987,408,2017-12-7,49,9.87638
9325,2921,838,3369,2017-7-24,49,9.592167
2083,5786,2734,422,2018-2-6,49,9.763315
7615,4650,1211,3979,2014-5-20,49,9.523656
4547,8252,313,336,2017-12-1,49,9.596414
6848,8323,194,499,2017-7-4,49,9.312011
5043,995,187,9043,2017-11-20,49,9.290131
8156,4481,513,6011,2017-11-20,49,9.472531
8536,1257,43,68,2017-12-27,49,-1
634,108,15165,12827,2017-12-14,49,9.003461
6387,2615,27569,5215,2017-11-18,49,9.299383
2821,3302,438,552,2015-9-11,49,9.822715
6080,9654,307,2591,2017-11-29,49,9.873066
2928,6,2973,5407,2017-11-27,49,9.726983
2457,1688,3689,2814,2015-8-13,49,9.763902
9568,2846,20397,222,2017-12-1,49,9.915703
3576,2215,2187,2761,2015-7-1,49,9.654615
4173,7809,14,72,2017-11-24,49,9.713408
4840,8405,6471,14499,2017-6-28,49,9.787497
4553,1500,22266,598,2017-11-29,49,9.866406
4421,8420,1373,1444,2017-7-4,49,9.205279
4603,186,141975,8116,2017-6-30,49,9.349003
1535,9157,21810,1289,2017-6-26,49,9.772582
6222,3450,521,2131,2017-11-28,49,9.953409
7074,9538,3159,4458,2017-12-1,49,9.222849
3257,85,347,646,2017-11-26,49,9.912907
9212,8462,20993,982,2017-7-12,49,9.539268
1601,434,10090,36,2017-11-27,49,9.518214
3113,9760,2763,9167,2014-5-26,49,9.962425
586,7155,262,222,2017-12-8,49,9.334598
4472,7122,3977,7569,2014-5-15,49,9.495517
2115,9970,4656,34507,2015-1-14,49,9.208531
3704,2377,6,1,2017-6-27,49,-1
6066,9756,6,4,2017-6-25,49,-1
2098,6777,6486,3540,2017-11-28,49,9.646698
2950,10016,2032,925,2017-11-24,49,9.798837
2242,487,8062,1340,2017-6-30,49,9.624782
3598,4222,32753,43652,2017-11-28,49,9.65563
1719,8742,137,3356,2017-12-7,49,9.616541
8774,6941,1825,29109,2017-6-21,49,9.343999
